category|osm_id|lat|lon|name|amenity|shop|wheelchair|cuisine|toilets|toilets:wheelchair|tourism|alt_name|building|opening_hours|wikipedia|atm|outdoor_seeting|diet|diet:vegetarian|phone|denomination|transport|health|sport|accommo
149|N2205844954|45.4346734|12.3408125|Museo Diocesano|||||||museum||yes|Tu-Su 10:00-18:00|it:Museo diocesano d'arte sacra Sant'Apollonia||||||||||
29|N2205844955|45.4393021|12.3370512|Burger king|restaurant||no|burger|||||||||||||||||
29|N2205844956|45.439452100000004|12.3364631|Remer|restaurant|||italian||||||Mo-Su 12:00-00:00||||||+39 041 522 8789|||||
83|N2229340861|45.4347478|12.3492227|||convenience|||||||||||||||||||
29|N2242661076|45.437669|12.336178599999998|Hotel Ristorante|restaurant||||||||||||||||||||
29|N2248601628|45.438346|12.3345058|Trattoria alla Madonna|restaurant|||italian||||||Th-Tu 12:00-22:00|||||||||||
29|N2249166297|45.439649700000004|12.333460800000001|Poste Vechie|restaurant||||||||||||||||||||
29|N2249916134|45.4396562|12.3314115|Al Nono Risorto|restaurant|||italian||||||||||||+39 041 5241169|||||
29|N2249922642|45.4372659|12.3369825|Trattoria Da Mamo|restaurant|||italian;pizza||||||||||||+39 041 5236583|||||
23|N2249943781|45.4383084|12.337075800000001|Bacaro Jazz|bar||limited||||||||||||||||||
74|N2249964650|45.441358799999996|12.333721|Rizzo||bakery|no||||||||||||||||||
25|N2249980982|45.432404999999996|12.3372585|Harry's Bar|cafe||||||||||it:Harry's Bar|||||+39 (0) 41 528 5777|||||
23|N2250000952|45.431863799999995|12.3273549|Piccolo Mondo|bar||||||||||||||||||||
25|N2250019924|45.4385835|12.327210000000001|Cafe Noir|cafe|||regional|||||||||||||||||
150|N2250044078|45.4331961|12.323732699999999|Venice Jazz Club|nightclub||||||||||||||||||||
28|N2250066811|45.443401200000004|12.332157800000001|Il Santo Bevitore|pub||||||||||||||||||||
6|N2246091560|45.4398196|12.332984399999999|B&B Live in Venice|||||||guest_house||||||||||||||
27|N2262139777|45.4338571|12.324086999999999|Gelateria il Doge|ice_cream|||||||||||||||339 148 2164|||||
23|N2262139778|45.434632|12.3236581|Osteria cicchetteria Al Bocon Divino|bar||yes||||||||||||||||||
9|N2262139790|45.434884499999995|12.3261648|Vigili del Fuoco|fire_station||||||||||||||||||||
29|N2272199410|45.4312276|12.356908800000001|Tosi grandi|restaurant|||italian;pizza|||||||||||||||||
29|N2272199411|45.4311717|12.3571804|Trattoria dai Tosi|restaurant|||italian;pizza|||||||||||||||||
23|N2280679482|45.437014500000004|12.340008500000001|Inishark|bar|||||||||||||||+39 041 5235300|||||
28|N2280684307|45.437261|12.3369357|Devil's Forest|pub|||||||||||||||+39 041 5200623|||||
23|N2279496589|45.4373961|12.3473155|Laboratorio Occupato Morion|bar|||pizza||||||||||||+390 41 520 84 37|||||
6|N2282185943|45.4392098|12.3251573|Hotel Basilea|||||||hotel|||||||||+39 041 718477|||||
6|N2308040307|45.4393085|12.3242095|Residenza Ca' Dario & Corte Canal|||||||guest_house||||||||||||||
29|N2340191819|45.432287200000005|12.3538926|Le Spighe|restaurant||no|vegetarian|||||||||||only|+39 041 5238173|||||
6|N2354799124|45.434403|12.331209|Palazzo Paruta|||||||hotel|||||||||+39 041 2410835|||||
85|N2374215350|45.4376971|12.336327|Kele & Teo S.r.l.||travel_agency||||||||Mo-Fr 09:00-18:00;Sa 09:00-12:30|||||||||||
6|N2386444166|45.4422604|12.3232624|Hotel Moderno|||||||hotel||||||||||||||
29|N2392043772|45.437476200000006|12.339967999999999|Ai Barbacani|restaurant||||||||||||||||||||
26|N2400564302|45.436192600000005|12.3397946|Dal Moro's - Fresh Pasta To Go|fast_food|||pasta;italian||||||Mo-Sa 12:00-20:30||||||+39 041 476 2876|||||
27|N2406428397|45.432284700000004|12.3538231|Gelateria Crystal|ice_cream||no|ice_cream||||||||||||+39 347 8462489|||||
6|N2407340729|45.43396|12.3307892|Bloom B&B|||||||hotel||||||||||||||
6|N2407340736|45.4339698|12.3308024|Settimo Cielo B&B|||||||hotel||||||||||||||
29|N2408154287|45.4318891|12.3260757|Al Vecio Marangon|restaurant||||||||||||||||||||
23|N2408157611|45.43638920000001|12.3284586|Bar ai Nomboli|bar||yes||||||||||||||||||
29|N2408161018|45.4347055|12.347726199999999|CoVino|restaurant||||||||||||||||||||
29|N2408163035|45.4348797|12.348054|Corte Sconta|restaurant||||||||||||||||||||
5|N2465336932|45.425319|12.3331824|Ostello Jan Palach|||||||hostel|||||||||+39 041 5221321|||||
12|N2465365359|45.4260185|12.360407400000001||||||||||||||||||||||
29|N2474863325|45.436173700000005|12.3377346|Trattoria Sempione|restaurant||||||||||||||||||||
6|N2482210445|45.4422148|12.3214269|Ca' Lucrezia|||||||hotel|||||||||+39 041 2759471|||||
6|N2482210446|45.44201470000001|12.321707199999999|Hotel Abbazia|||no||||hotel|||||||||+39 041 717333|||||
6|N2482210447|45.442158|12.3215065|Hotel Dolomiti|||limited||||hotel|||||||||+39 041 715113|||||
25|N2482210452|45.441411200000005|12.322419300000002|Snak Bar|cafe||||||||||||||||||||
29|N2482210492|45.441452000000005|12.3224857|Ristorante Ai Scalzi|restaurant||no|italian||||||||||||+39 041 715023|||||
6|N2487649252|45.445811600000006|12.3188201|Ca' Fontanea|||||||hotel|||||||||+39 041 716648|||||
6|N2487649266|45.44531920000001|12.319344300000001|Venice Garden|||||||guest_house||||||||||||||
29|N2487649307|45.4457701|12.3201294|Trattoria Dalla Marisa|restaurant||||||||||||||||||||
133|N2486015014|45.4483695|12.328386300000002|Centro Sportivo Costantino Reyer||||||||||||||||||||swimming|
105|N2486203141|45.4438596|12.3294998|Coop||supermarket|no||||||||||||||||||
80|N2486203143|45.4436359|12.3300047|Zuiki||clothes|limited||||||||||||||||||
85|N2486203145|45.443468200000005|12.330509800000002|Il Gelatone||ice_cream|||||||||||||||||||
152|N2486203147|45.4430968|12.3318091|Istituto Romeno di Cultura e Ricerca Umanistica|community_centre||no||||||||ro:Institutul Cultural Român|||||+39 041 524 2309|||||
29|N2486203149|45.4416476|12.333129099999999|La Cantina|restaurant||no||||||||||||||||||
29|N2486203156|45.4438407|12.3295619|Queen|restaurant||yes||||||||||||||||||
80|N2486203229|45.4436415|12.3301859|AW LAB||clothes|no|||||||||||||+39 041 5235049|||||
85|N2486203234|45.441857|12.332923599999999|Guidoreni||optician|yes||||||||||||||||||
29|N2486203244|45.4435695|12.3300767|Ristorante Pizzeria Serenissima|restaurant||limited|||||||||||||+39 041 720325|||||
106|N2486203245|45.4425033|12.3323612|Tabacchi||tobacco|||||||||||||||||||
6|N2486348512|45.4445651|12.320855499999999|Ca' Due Leoni|||||||hotel|||||||||+39 041 5244138|||||
76|N2488163237|45.4462465|12.3193282|Cafoscarina Economia||books|||||||||||||||||||
29|N2488163261|45.4462141|12.319396699999999|Osteria ai Canottieri|restaurant||||||||||||||||||||
23|N2488163262|45.446033899999996|12.3204435|The Mask Lounge Bar|bar||||||||||||||||||||
6|N2493578403|45.4251153|12.326712800000001||||||||hotel||||||||||||||
88|N2493856492|45.4437992|12.3292887|Erboristeria Cibele||herbalist|||||||||||||||||||
29|N2493856493|45.443838799999995|12.329371400000001|Giò Giò|restaurant||no||||||||||||||||||
29|N2514779084|45.439743|12.3248893|Ai Garzotti|restaurant||yes|pizza||||||Mo-Su 11:00-15:00,18:00-22:30|||||||||||
6|N2514784946|45.4348998|12.346779|La Residenza|||yes|||yes|hotel||||||||||||||
105|N2514785580|45.439417799999994|12.3179954|Coop||supermarket|yes|||||||Mo-Su,PH 08:30-21:00|||||||||||
76|N2518871262|45.4391016|12.3374271|Libreria Marco Polo||books||||||||Mo-Sa 09:30-19:30; Su off||||||+39 041 5226343|||||
6|N2580271095|45.4395222|12.3317935|Il Nido Di Giulietta E Romeo|||||||hotel||||||||||||||
23|N2639677430|45.4451324|12.3226052|MQ10|bar||||||||||||||||||||
29|N2703619490|45.4340599|12.3343927|Anonimo Veneziano|restaurant||||||||||||||||||||
29|N2703619491|45.4344214|12.3417838|Ristorante la Nuova Grotta|restaurant||||||||||||||||||||
6|N2704266278|45.4405794|12.3344504|Hotel Ca' Sagredo|||||||hotel||||||||||||||
6|N2704266279|45.4402652|12.3220307|Hotel Antiche Figure|||||||hotel|||||||||+39 041 2759486|||||
6|N2704266280|45.440095|12.3218764|Hotel Carlton on the Grand Canal|||||||hotel|||||||||+ 39 041 2752200|||||
6|N2704266281|45.437976899999995|12.3213051|Hotel Papadopoli|||||||hotel|||||||||+39 041 710400|||||
22|N2712904541|45.43449570000001|12.3264484|Università Ca' Foscari|university||||||||||||||||||||
6|N2722880623|45.4396383|12.3293774|Ca' Del Modena|||||||guest_house||||||||||||||
105|N2720520457|45.4401113|12.3456819|Coop||supermarket||||||||Mo-Sa 09:00-13:00,15:45-19:30;Su closed|||||||||||
6|N2720544819|45.4391231|12.345727499999999|B&B Casa in Laguna|||||||guest_house||||||||||||||
23|N2785171261|45.444775299999996|12.3225535|Al Parlamento|bar||||||||||||||||||||
28|N2788541936|45.432263|12.350502699999998|Angio|pub||no||||||||||||||||||
27|N2788543948|45.432302899999996|12.3503437|Gelateria Il Pinguino|ice_cream||yes|||||||lun-ven, 11-19; sab-dom, 11-19.30||||||+39 347 182 5331|||||
29|N2789072994|45.434081799999994|12.3368029|Hard Rock Cafe|restaurant||yes|american||no|||||||||||||||
6|N2789076898|45.4343067|12.3371353|Hotel Cavalletto|||||||hotel||||||||||||||
29|N2789826948|45.4363604|12.3347519|Ristorante al Colombo|restaurant||||||||||||||||||||
6|N2782612423|45.432512700000004|12.337022|Hotel Alcyone|||||||hotel||||||||||||||
29|N2782612424|45.434615|12.341429699999999|Ristorante Trattoria alla Basilica|restaurant|||italian||||||||||||+39 041 5220524|||||
29|N2782612425|45.4355573|12.3394031|Ristorante Antico Pignolo|restaurant|||italian||||||||||||+39 041 5228123|||||
6|N2850393375|45.4398155|12.3333183|Best Holidays Venice|||||||guest_house||||||||||||||
29|N2850401319|45.425985700000005|12.33814|Pizzeria da Sandro|restaurant|||italian_pizza||||||||||||+390412682731|||||
23|N2850471330|45.4382066|12.3384944|Osteria Portego|bar|||||||||Mo-Su 11:00-15:00, 17:30-22:00|||||||||||
80|N2850473103|45.437032|12.336319900000001|Max&Co.||clothes|no||||||||||||||||||
139|N2904549030|45.43328270000001|12.3396522|Colonna di San Teodoro|||||||attraction||||it:Colonne di San Marco e San Todaro||||||||||
139|N2904552006|45.4333466|12.339911500000001|Colonna di San Marco|||||||attraction||||it:Colonne di San Marco e San Todaro||||||||||
80|N2917357012|45.4348428|12.3428984|Scarpa Ricami||fabric||||||||||||||+39 041 5287883|||||
29|N2932666775|45.435175|12.3415091|Aciugheta|restaurant||limited|regional||||||Mo-Su 12:00-23:00||||||041 522 4292|||||
29|N2932666776|45.4351981|12.3416264||restaurant||yes|pizza|||||||||||||||||
27|N2932671397|45.4372691|12.335728300000001||ice_cream||||||||||||||||||||
23|N2955556194|45.434985|12.342583900000001|Bacaro Risorto|bar||||||||||||||||||||
6|N2955556195|45.4350515|12.342613400000001|Hotel Fontana|||||||hotel||||||||||||||
25|N2955556196|45.4356654|12.3442352|Moka Efti Crazy Bar|cafe||||||||||||||||||||
29|N2955556211|45.4350146|12.3423748|"Trattoria ""Da Roberto"""|restaurant|||pizza|||||||||||||||||
6|N2956136565|45.4459776|12.3303743|Ai Mori d`Oriente|||||||hotel||||||||||||||
6|N2956136566|45.446512799999994|12.331130400000001|Grand Hotel dei Dogi|||||||hotel||||||||||||||
74|N2956155722|45.4454924|12.3296256|||bakery|||||||||||||||||||
105|N2956155723|45.4456446|12.3297897|Supermercato SISA||supermarket|||||||||||||||||||
88|N2956155724|45.4457844|12.329924499999999|||florist|||||||||||||||||||
34|N2956162530|45.4452145|12.329736800000001||pharmacy||||||||||||||||||||
29|N2958452058|45.4464586|12.3283817|Ai 40 Ladroni|restaurant|||italian|||||||||||||||||
29|N2958456331|45.4443277|12.3288884|Vesuvio|restaurant|||italian||||||||||||+39 041 795688|||||
6|N2958479198|45.4436296|12.3251787|Marte|||no||||hotel||||||||||||||
29|N2958479199|45.4435958|12.3252298|Trattoria da bepi|restaurant||no|italian|||||||||||||||||
85|N2959456458|45.4406393|12.3250026|Gelateria Alaska||ice_cream||ice_cream||||Da Carlo||||||||+39 041 715211|||||
25|N2960032430|45.4387576|12.3355914|Caffe Vergnano|cafe||no||||||||||||||||||
85|N2964492209|45.4409638|12.321980199999999|||public_transport_tickets|||||||||||||||||||
23|N2964496690|45.4349438|12.3468635|Alla Bragora|bar|||||||||||||||+39 041 5227579|||||
34|N2964496691|45.4323295|12.352740800000001|Farmacia Baldisserotto Antonia|pharmacy||limited|||||||||||||+39 041 5224109|||||
21|N2974990037|45.4474085|12.3242744|Scuola dell'Infanzia San Girolamo|school||||||||||||||||||||
90|N2977441818|45.4411839|12.3344655|Pylones||gift|limited||||||||||||||||||
29|N2977441819|45.442036200000004|12.332934800000002|Old Wild West|restaurant||limited|steak_house|||||||||||||||||
6|N2977478626|45.4447805|12.3223951|Palazzo Cendon - Il Piano Nobile|||||||hotel|||||||||+39 041 2750606|||||
74|N2997262869|45.4407392|12.3249677|Panini Lampo||bakery||sandwich|||||||||||||||||
92|N2997483308|45.4408323|12.325007800000002|Da Giorgio||hairdresser|||||||||||||||||||
85|N2997483309|45.4405135|12.325048599999999|||tobacco;newsagent|||||||||||||||||||
23|N2997483310|45.4407735|12.3248856|Pizzería|bar|||pizza|||||||||||||||||
105|N2997490524|45.439864799999995|12.324729699999999|Conad City||supermarket||||||||8:00 - 21:30|||||||||||
23|N2997497336|45.4404338|12.3250785|Bacaro Quebrado|bar||||||||||||||||||||
29|N3007399009|45.4236845|12.3288823|Al Storico da Crea|restaurant|||regional||||||||||||+390412960373|||||
29|N3002752976|45.432630200000006|12.3250877|Casin dei Nobili|restaurant|||regional||||||Fr-We 12:00-16:00, 19:00-23:15||||||+39 041 241 1841|||||
29|N3002759160|45.439491700000005|12.3277815|Osteria da Filo|restaurant||||||||||||||||||||
26|N3010651734|45.4325591|12.3313565|Street Food|fast_food|||italian|||||||||||||||||
26|N3010651735|45.4385355|12.3214867|Fritto e pizza kebab|fast_food|||kebab|||||||||||||||||
26|N3010651741|45.432095700000005|12.325723199999999||fast_food|||kebab|||||||||||||||||
29|N3016459995|45.4408814|12.3283102|Trattoria al Ponte|restaurant||||||||||||||||||||
29|N3016775185|45.4369388|12.3349023|Ristorante Al Carbon|restaurant|||italian|||||||||||||||||
47|N3016775365|45.442699299999994|12.3243019|Forexchange|bureau_de_change||limited||||||||||||||||||
80|N3032942183|45.4378579|12.336199|Hard Rock Shop||clothes|no||||||||||||||||||
74|N3089652882|45.4254938|12.3382271|Panetteria||bakery|||||||||||||||||||
96|N3089652883|45.426362299999994|12.337579199999999|Tabacchi||kiosk|||||||||||||||||||
83|N3089652884|45.4262945|12.337549699999999|alimentari||convenience|||||||||||||||||||
6|N3102549037|45.436420899999995|12.3399201|Relais Venezia|||||||hotel|||||||||+39 041 5212327|||||
6|N3116780932|45.445166799999996|12.322502499999999|Ca' Dogaressa|||||||hotel|||||||||+39 041 2759441|||||
85|N3116780933|45.4450652|12.322782199999999|Cristiano Brussa Trasporti||yes||||||||||||||+39 041 2750196|||||
106|N3116780941|45.445018299999994|12.3229345|||tobacco|||||||||||||||||||
29|N3116780944|45.4449924|12.323016|Ogio|restaurant|||||||||We-Fr 10:00-18:00 Sa-Th 11:00-18:00||||||0415413099;3388487610|||||
6|N3123060945|45.4420527|12.321791900000001|A La Locanda di Orsaria|||no||||hotel||||||||||||||
6|N3123060946|45.4424676|12.3212068|Hotel Alloggi agli Artisti|||yes||||hotel|||||||||+39 041 716270|||||
6|N3123060947|45.4443071|12.3278284|Hotel Ariel Silva|||||||hotel|||||||||+39 041 714773|||||
6|N3123060949|45.444189200000004|12.3279161|Hotel Leonardo|||||||hotel|||||||||+39 041 718666|||||
6|N3123060950|45.4422527|12.3215095|Venice Times hotel|||||||hotel|||||||||+39 041 2031633|||||
85|N3123060951|45.4442713|12.3293296|Il Pinocchio libreria dell'arte||yes|||||||||||||||||||
82|N3123060965|45.4438907|12.327966|Vivenzi SNC||confectionery|limited||||||||||||||||||
91|N3123061018|45.4440691|12.329224|||greengrocer|||||||||||||||||||
29|N3156481389|45.4361151|12.3338713|Enoteca Al Volto Osteria con Cucina|restaurant|||italian||||||10:00-16:00, 18:00-22:00||||||+39 041 5228945|||||
149|N3158707594|45.4420427|12.3287992|Museo di Storia Naturale di Venezia|||||||museum|||Tu-Fr 09:00-17:00; Sa-Su 10:00-18:00|it:Museo civico di storia naturale (Venezia)||||||||||
86|N3180444817|45.427026500000004|12.3145241|||hardware|||||||||||||||||||
106|N3180448636|45.4254692|12.331666199999999|||tobacco|||||||||||||||||||
6|N3180453375|45.4255739|12.329179199999999||||||||hotel||||||||||||||
5|N3180453412|45.424344700000006|12.3318273||||||||hostel||||||||||||||
13|N3178047961|45.4423862|12.330976099999999|Guardia di Finanza|police||||||||||||||||||||
6|N3171350929|45.442981700000004|12.324419|Hotel Guerrini|||||||hotel||||||||||||||
6|N3171350930|45.4431283|12.324106599999999|Hotel Rossi|||||||hotel||||||||||||||
29|N3184336187|45.4315809|12.3248388|Antica Locanda Montin|restaurant||||||||||||||||||||
13|N3194747491|45.4316095|12.3318856|Prefettura di Venezia|police||||||||||||||||||||
27|N3202404674|45.4296093|12.326144300000001|Gelateria Nico|ice_cream|||||||||||||||+39 041 15225293|||||
22|N3205382999|45.4362961|12.3300248|Ca' Cappello|university||||||||||||||||||||
13|N3225711940|45.4426745|12.3384562|Carabinieri|police||||||||||||||||||||
29|N3240766156|45.435020200000004|12.347629199999998|Bacarandino|restaurant||yes|italian||||||10:00-24:00||||||+39 041 528 9859|||||
138|N3295064188|45.434788|12.3500446|Leoni|||||||artwork||||||||||||||
23|N3352373286|45.445344899999995|12.329543600000001|Bar Froggy|bar||||||||||||||||||||
139|N3358742729|45.4348095|12.3345459|Scala Contarini del Bovolo|||||||attraction|||Tu-Su 10:00-13:30, 14:00-18:00|it:Palazzo Contarini del Bovolo||||||||||
144|N3354644723|45.4352373|12.333123599999999|Rossini|cinema|||||||||||||||+39 041 2417274|||||
29|N3371984277|45.4406175|12.3262939|Trattoria Antica Besseta|restaurant|||||||||||||||+39 041 721687|||||
25|N3389131410|45.440087|12.325372300000002|Bar Rosa|cafe||||||||||||||||||||
85|N3389131411|45.440459999999995|12.3279204|Enoteca Al Prosecco||wine||||||||Mo-Fr 10:00-20:00; Sa 10:00-17:00||||||+39 041 5240222|||||
92|N3389131452|45.4404018|12.3273344|||hairdresser|||||||||||||||||||
27|N3389313404|45.4405278|12.328173399999999|Gelato di Natura|ice_cream||||||||||||||||||||
83|N3389313426|45.4404545|12.3281122|||variety_store|||||||||||||||||||
29|N3392463094|45.4399519|12.3256617|Al Canton dei Artisti|restaurant||||||||||||||||||||
85|N3392463095|45.439949|12.3245968|Energy Store Eni||yes||||||||Mo-Fr 09:00-13:00,14:30-17:30; Sa 09:00-13:00|||||||||||
34|N3392463096|45.4405707|12.3249271|Farmacia Ai Due Ombrelli|pharmacy||||||||||||||||||||
29|N3392463326|45.4392031|12.325438400000001|Osteria Ai Postali|restaurant||||||||||||||||||||
83|N3396925557|45.439435700000004|12.3212219|Arte Veneziana||variety_store|||||||||||||||||||
29|N3396925558|45.4386847|12.321392900000001|Hostaria Vecio Biavarol|restaurant||||||||||||||||||||
6|N3396925559|45.43946|12.3212452|Hotel Airone|||||||hotel|||||||||+39 041 5204800|||||
76|N3396925560|45.4385726|12.3214641|Libreria Mare di Carta||books|||||||||||||||||||
29|N3396925592|45.438351399999995|12.3215903|Ristorante Cà Leon|restaurant||||||||||||||||||||
29|N3398706941|45.4370239|12.3192066|Due Ruote|restaurant||yes|||no|||||||||||||||
85|N3398706942|45.4372968|12.318459599999999|Enoteca Busodurello||wine|||||||||||||||||||
6|N3398706943|45.436187|12.322132199999999|Hotel Al Malcanton|||||||hotel|||||||||+39 041 2750897|||||
6|N3398706944|45.436060499999996|12.322285|Hotel Locanda Gaffaro|||||||hotel|||||||||+39 041 2750897|||||
